time,no,review,score,read_volume
2022/6/30,29,"['东方', '盛虹', '蹲', '啊']",0,267
2022/6/30,30,"['主力', '向下', '，', '散户', '向上', '。', '这', 'k', '线', '真的', '是', '教科书', '级别', '。']",9,362
2022/6/30,31,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '大盘', '和', '板块', '都', '反包', '还', '大涨', '了', '。', '今天']",0.5,433
2022/6/30,32,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '6', '-', '17', '转', '融通', '，', '有大', '股东', '出借', '了', '3000']",0,473
2022/6/30,33,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '很', '明显', '今天', '有', '庄家', '在', '对', '倒', '，', '新', '主力']",8,634
2022/6/30,34,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '怎么', '不', '倒闭', '吧', '呢']",1,172
2022/6/30,35,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '恶意', '做空']",-8,351
2022/6/30,36,"['今天', '与', '它', '同绿', '的', '都', '是', '前期', '大涨', '的', '股']",1,296
2022/6/30,37,"['大盘', '在', '拉', '，', '板块', '在', '拉', '，', '它', '在', '拼命', '出货', '，', '这是', '一种', '预兆']",-1,449
2022/6/30,38,"['本来', '这次', '看到', '24', '，', '现在', '看来', '只能', '到', '14']",0,176
2022/6/30,39,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '建仓']",0,634
2022/6/30,40,"['日', '了', '个', '狗', '了', '，', '昨天', '抛', '了', '今天', '又', '接回来', '了', '，', '我', '真想', '抽死', '自己']",0,353
2022/6/30,41,"['大宗', '交易', '：', '东方', '盛虹', '成交', '3.55', '亿元', '，', '溢价', '2.42%', '（', '06', '-', '29', '）']",0,1367
2022/6/30,42,"['真够', '垃圾', '的', '大盘', '这么', '好', '你', '还', '在', '跌', '如果', '大盘', '差点', '你', '不', '又', '得', '跌']",-1,170
2022/6/30,43,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$']",0,172
2022/6/30,44,"['真', '垃圾', '，', '丢人']",-8,154
2022/6/30,45,"['什么', '垃圾', '啊']",-1,154
2022/6/30,46,"['此股', '废', '了']",0,148
2022/6/30,47,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '别装', '了', '，', '这个', '位置', '可以', '下班', '了']",0,165
2022/6/30,48,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '丢人现眼', '的']",-7,161
2022/6/30,49,"['看先', '在', '的', '油价', '，', '民营', '石化', '企业', '还是', '需要', '加快步伐', '吖']",1,247
2022/6/30,50,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '跌', '不', '下去', '了', '，', '果断', '接回来', '。']",-6,168
2022/6/30,51,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '垃圾', '，']",-1,166
2022/6/30,52,"['的', '，']",0,144
2022/6/30,53,"['又', '跳水', '？']",-1,152
2022/6/30,54,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '大盘', '的', '每次', '拉升', '都', '是', '该', '股', '主力', '出货']",8,146
2022/6/30,55,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '最近', '一段时间', '都', '会', '每天', '高开低走', '，']",-1,146
2022/6/30,56,"['PTA', '是', '好', '东西', '呀', '，', '有', '机会', '还是', '要', '再', '杀进去']",-1,152
2022/6/30,57,"['12', '块', '几入', '16', '多一点', '出', '的', '，', '后面', '就', '20', '了', '。', '。', '。', '估计', '后面', '还有']",0,158
2022/6/30,58,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '今天', '肯定', '拉高', '出货', '，', '大家', '小心', '，', '可']",1,156
2022/6/30,59,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '一句', 'B']",0,150
2022/6/30,60,"['这波', '什么', '时候', '上', '20', '快', '呀', '，', '10', '块', '多', '就', '捡', '到', '一点点']",0,327
2022/6/30,61,"['PTA', '产能', '投建后', ' ', '产业链', '上下游', '进一步', '打通']",1,170
2022/6/30,62,"['继续', '暴跌', '，', '短期', '目标', '10', '！', '终点', '目标', '5', '！', '继续', '活埋', '存', '幻想', '的']",-1,502
2022/6/30,63,"['昨天', '16.39', '买', '100', '手', '，', '刚', '17', '全', '抛']",0,161
2022/6/30,64,"['产能', '扩充', '达成', '，', '咱', '业绩', '能', '不能', '再创', '个', '新高', '？']",1,150
2022/6/30,65,"['圈钱', '融资', '，', '盲目', '扩张', '，', '资产负债率', '突破', '80', '％', '，', '死亡', '前兆', '！']",-1,391
2022/6/30,66,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '这个', '老庄', '是', '本地', '的', '恶庄', '，', '现在', '定增']",-1,190
2022/6/30,67,"['又', '流出', '那么', '多', '资金', '就', '不能', '多', '挣点', '再', '卖', '吗']",0,307
2022/6/30,68,"['10', '块', '买', '少', '了', '，', '应该', '放心大胆', '的', '买', '的', ' ', '16', '块', '多', '又', '不敢', '了']",0,157
2022/6/30,69,"['发车', '太快', '，', '没', '跟上', '。', '。', '。', '。']",0,129
2022/6/30,70,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '亏死', '了', '。', '我', '的', '天']",-1,452
2022/6/30,71,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', 'TMD', '的', '，', '讨厌', '一', '赚钱', '就', '跑', '的']",-7,392
2022/6/30,72,"['PTA', '产能', '630', '万吨', '/', '年', '确实', '不错', ' ', '看好', '全', '产业链', '一体化', '经营', '架']",9,176
2022/6/30,73,"['基金', '要报', '净值', '，', '使劲', '护盘', '，', '做空', '的', '不会', '放过', '机会', '，', '下午', '必']",-2,175
2022/6/30,74,"['跳水', '冠军']",0,255
2022/6/30,75,"['昨天', '咋', '地板', '，', '今天', '不管怎么', '出', '公告', '都', '没用', '，', 'T', '我', '做定', '了', '，']",-5,259
2022/6/30,76,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '来个', '涨停', '，', '把', '前', '二天', '的', '补', '回来']",1,245
2022/6/30,77,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '又', '拉高', '出货', '再套', '一批']",1,129
2022/6/30,78,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '又', '拉高', '出货', '再套', '一批']",1,124
2022/6/30,79,"['优质', '股', '一定', '要', '买点']",3,157
2022/6/30,80,"['差不多', '了', '，', '先', '收网', '了', '[', '奸笑', ']', '[', '奸笑', ']', '[', '奸笑', ']']",-21,301
2022/6/30,81,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '融券', '盘', '还是', '6', '个', '多亿']",0,457
2022/6/30,82,"['东方', '盛虹', '：', '融资', '余额', '13.62', '亿元', '，', '创', '历史', '新高', '（', '06', '-', '29', '）']",1,335
2022/6/30,83,"['石油', '跳水', '了', '明天', '应该', '稳住', '了']",-1,364
2022/6/30,84,"['跌停', '好', '让', '我', '看看', '龙虎榜']",-1,467
2022/6/30,85,"['一句', '话', '讲明', '000301', '今天', '大跌']",-1,1023
2022/6/30,86,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '今天', '晚上', '发', '的', '一堆', '公告', '是', '啥意思', '？']",0,1175
2022/6/30,87,"['光伏', '胶膜', '占营收', '的', '多少', '啊']",0,395
2022/6/29,88,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '明天', '涨停', '？']",1,166
2022/6/29,89,"['这种', '剧情', '明天', '的', '预判', '，', '有', '兴趣', '的', '进来', '看看']",0,1545
2022/6/29,90,"['这个', '绝对', '是', '庄股', '，', '可能', '是', '中信', '在', '做空']",-3,346
2022/6/29,91,"['明天', '清仓', '，', '去除', '自选']",-1,145
2022/6/29,92,"['沪', '深', '两市', '6', '月', '29', '日', '98', '只', '个股', '发生', '157', '笔', '大宗', '交易', ' ', '共', '成交', '34', '.']",0,1102
2022/6/29,93,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '多空', '对决', '，', '短期', '很', '关键', '呀', '，', '不过', '大']",0,650
2022/6/29,94,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '2022', '-', '06', '-', '29', '成交价', '(', '元', ')', '：', '17.08', '成']",0,694
2022/6/29,95,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '明天', '涨停', '原谅', '你']",1,403
2022/6/29,96,"['16.38', '补', '了', '30', '万', '明天', '如果', '再', '跌', '再补', '30', '万', '全部', '身家', '压', '在', '这', '只']",-3,382
2022/6/29,97,"['炼油', '不用', '担心', '原油', '暴涨', '了', '？', '根据', '价格', '进行', '补贴']",1,551
2022/6/29,98,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '利好', '。', '炼油厂']",1,226
2022/6/29,99,"['这个', '股', '就是', '炸弹', '，', '不', '小心', '[', '吐血', ']']",-1,148
2022/6/29,100,"['涨', '一个月', '不够', '一天', '跌', '的']",-5,403
2022/6/29,101,"['明天', '继续', '挖', '大坑', '活埋', '存', '幻想', '的', '所有', '小散', '！']",0,142
2022/6/29,102,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '盛虹', '去年', '最高', '去', '30', '，', '现在', '才', '多少', '该']",3,446
2022/6/29,103,"['东方', '盛虹现', '2', '笔', '大宗', '交易', ' ', '总成交', '金额', '3.55', '亿元']",0,996
2022/6/29,104,"['完美', '吃', '一个', '跌停板', '，', '玩意儿']",9,421
2022/6/29,105,"['高开低走', '套', '散户']",-1,547
2022/6/29,106,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '3', '亿多', '大宗', '交易', '？', '主力', '筹码', '砸', '没', '了']",7,180
2022/6/29,107,"['直接', '跌停', '就', '好', '了', '，', '磨叽', '个', '啥', '，', '又', '不是', '玩不起']",1,454
2022/6/29,108,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '挂', '跌停', '，', '没', '成交', '，', '啥意思']",-1,556
2022/6/29,109,"['今天', '跌破', '二十日', '均线', '的', '股', '很多', '！', '最近', '市场', '赚钱', '效应', '差', '，', '大']",-2,289
2022/6/29,110,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '挂', '跌停', '，', '没', '成交', '，', '啥意思']",-1,146
2022/6/29,111,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '今天', '破位', '明后天', '会', '继续', '下跌']",-1,466
2022/6/29,112,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '我', '咋', '感觉', '不', '一定', '会', '跌停', '，', '后面', '会拉']",-1,355
2022/6/29,113,"['又', '在', '忽悠', '卖套']",-5,139
2022/6/29,114,"['跌停', '进不进']",-1,385
2022/6/29,115,"['涨', '都', '没', '多少', '，', '你', '跌', '啊', '，', '玩意']",2,193
2022/6/29,116,['曹'],0,137
2022/6/29,117,"['哈哈', '，', '终于', '跌停', '了', '，', '终于', '如你所愿', '了', '[', '坏', '笑', ']']",6,164
2022/6/29,118,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '这个', '庄', '太狠', '了', '！']",-1,176
2022/6/29,119,"['跌停板', '了', '，', '跑不了', '啦']",0,150
2022/6/29,120,"['每次', '公告', '都', '暴跌', '，', '而且', '会', '请', '个', '托儿', '，', '这个', '公司', '也', '参与', '坐庄']",-1,164
2022/6/29,121,"['不要', '装逼', '了']",1,145
2022/6/29,122,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '跌停', '打板', '，', '不', '知道', '明天', '给', '不', '给', '跑', '的']",-1,339
2022/6/29,123,"['这', '公司', '要', '爆', '惊天大', '雷']",0,325
2022/6/29,124,"['直接', '跌停', '封死', '就', '好', '了', '[', '吃瓜', ']', '早点', '下班']",-1,306
2022/6/29,125,"['一割', '就', '涨', '呀呀']",1,137
2022/6/29,126,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '今天', '他', '跟', 'eva', '光伏', '，', '明显', '错杀']",0,161
2022/6/29,127,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '心痛', '0629', '吃个', '跌停板', '昨天', '18.18', '加']",0,364
2022/6/29,128,"['心', '太黑', '，', '还', '想', '最后', '套人', '！', '！', '！']",-1,155
2022/6/29,129,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '打爆', '空狗']",0,138
2022/6/29,130,"['主力', '有点', '意思']",7,153
2022/6/29,131,"['狗主们', '又', '出货', '了']",0,139
2022/6/29,132,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '各位', '大神', '好', '今天', '都', '谁', '被', '洗', '走', '了', '报个']",0,279
2022/6/29,133,"['这是', '什么', '垃圾', '玩意', '？', '？']",-1,133
2022/6/29,134,"['还好', '早', '跑', '了', '，']",0,128
2022/6/29,135,"['的', '庄', '砸', '停', '，', '去']",-1,156
2022/6/29,136,"['亏麻', '了']",0,150
2022/6/29,137,"['董秘', '说', '了', '，', '一体化', '为', '沙特', '的', '油', '设计', '的', '。', '今天', '别', '挣扎', '了', '，']",1,267
2022/6/29,138,"['终于', '来补', '16', '的', '缺口', '了', '，', '长线', '客', '之后', '操作', '：', '越跌', '越补', '，', '大跌']",-2,459
2022/6/29,139,"['别', '忽悠', '人', '了', '赶紧', '跌停']",4,143
2022/6/29,140,"['放弃', '抵抗', '，', '快点', '下来']",-5,173
2022/6/29,141,"['真是', '芭比', '扣', '啊', '，', '烂股']",-1,150
2022/6/29,142,"['跟着', '人家', '跌停', '，', '好像', '你', '是', '汽车', '股', '一样', '！']",-1,302
2022/6/29,143,"['垂直', '向下', '，', '丝毫', '不', '回头']",1.5,153
2022/6/29,144,"['完', '犊子', '了', '啦', '，', '昨天', '加', '的', '仓']",0,154
2022/6/29,145,['烂股'],-1,142
2022/6/29,146,"['收盘', '跌', '3', '个点']",-1,132
2022/6/29,147,"['16.37', '已经', '设定', '买入', '了', '，', '加油']",1,154
2022/6/29,148,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '完', '了', '爆仓', '了']",-1,136
2022/6/29,149,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '狗庄', '有种', '砸', '停']",1,141
2022/6/29,150,['跌停'],-1,117
2022/6/29,151,['妈耶'],0,109
2022/6/29,152,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '别', '墨迹', '直接', '跌停', '吧']",0,202
2022/6/29,153,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '来个', '天', '地板', '吧', '！']",0,136
2022/6/29,154,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '要', '跌停']",-1,126
2022/6/29,155,"['这波', '融资', '爽', '，']",1,131
2022/6/29,156,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '这', '他', '妈', '啥', '情况', '啊']",0,124
2022/6/29,157,"['连云港', '那边', '新建', '化工', '项目', '如果', '开工', '利润', '成倍增长', '，', '都', '能影']",1,161
2022/6/29,158,"['真是', '垃圾']",-1,116
2022/6/29,159,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '盛虹', '建设期', '负债率高', '不是', '很', '正常', '的']",-2,174
2022/6/29,160,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '吐血', '啊', '！', '！', '！']",-1,126
2022/6/29,161,"['跌停', '吧', '，', '老子', '已经', '割肉', '了']",-2,140
2022/6/29,162,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '一只']",0,122
2022/6/29,163,"['明天', '开盘', '就', '卖', '吧', '，', '买', '早', '了', '，', '16.8', '买', '了', '几手', '[', '大笑', ']', '[', '想', '一下', ']']",0,321
2022/6/29,164,"['急拉', '都', '是', '骗人', '的', '，', '小心', '！']",-10,264
2022/6/29,165,"['今天', '大', '概率', '跌停', '，', '封', '跌停', '待破', '16', '再', '看']",-2,150
2022/6/29,166,"['内部消息', ' ', '要', '大', '跌停', '.', '最少', '10', '个', '跌停', ',']",-2,390
2022/6/29,167,"['千亿', '盛虹', '永别', '！', '250', '亿盛虹', '挺进', '！']",1,149
2022/6/29,168,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '都', '已经', '这样', '了', '，', '不', '跑', '了']",0,120
2022/6/29,169,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '看好', '它', '地步', '筹码', '都', '没', '怎么', '动', '未来', '可']",1,340
2022/6/29,170,"['今天', '会到', '16.5', '？', '？', '[', '大笑', ']', '[', '摊手', ']']",0,372
2022/6/29,171,"['直接', '跌停', '了']",-1,122
2022/6/29,172,"['好', '企业', '，', '疫情', '期间', '投资', '扩大', '，', '疫情', '结束', '满足', '消费', '，', '真棒']",9,248
2022/6/29,173,"['借', '大盘', '调整', '洗盘', '拉升', '还', '没', '开始']",1,178
2022/6/29,174,"['是因为', '今天', '出', '的', '负债', '超', '80%', '的', '资讯', '导致', '的', '吗', '？']",-1,355
2022/6/29,175,"['机构', '也', '学贼', '了', '，', '见好', '就', '做', '波段', '，', '不在', '死', '抱团', '、', '、', '、']",5,127
2022/6/29,176,"['猛跌', '之后', '必有', '反弹', '！']",0,385
2022/6/29,177,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '哭', '了', '放', '我', '出去', '吧', '[', '哭', ']', '[', '哭', ']', '[', '哭', ']']",0,124
2022/6/29,178,"['盛虹', '估值', '应', '在', '250', '亿左右', '，', '目前', '估值', '虚高', '，', '还应', '砍掉', '75', '％']",-2,417
2022/6/29,179,"['大家', '好', '我', '今天', '回来', '看', '了', '看', '然后', '16.90', '补', '了', '点', '仓', '[', '想', '一下', ']']",0,297
2022/6/29,180,"['这盘', '洗', '的', '太深', '了', '，', '下午', '拉', '起来']",7,460
2022/6/29,181,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '流出', '这么', '多钱', '绝对', '不是', '散户', '砸盘', '的']",3,420
2022/6/29,182,"['这', '是', '要', '下探', '15.28', '？', '算你狠', '。']",0,289
2022/6/29,183,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '放量', '下', '杀', '，', '这', '不是', '洗', '吧']",-1,373
2022/6/29,184,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '什么', '情况', '？', '有', '什么', '消息', '。']",0,194
2022/6/29,185,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '今天', '是', '放量', '暴跌', '哦', '，', '那', '明天', '还', '得', '跌']",-1.5,140
2022/6/29,186,"['自从', '半个', '月', '前', '到', '20', '之后', '，', '一堆', '狗托', '在', '这', '唱', '多', '，', '我', '要不是', '套']",0,332
2022/6/29,187,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '前期', '获利盘', '太多', '，', '估计', '要', '狠狠', '的', '跌']",-2,291
2022/6/29,188,"['开始', '派发', '了']",0,218
2022/6/29,189,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '各位', '请', '珍惜', '低位', '筹码', '[', '微笑', ']']",-1,283
2022/6/29,190,"['涨', '四天', '两天', '跌', '完', '，', '真', '恶心']",-5,226
2022/6/29,191,"['7', '个点', '？', '？', '？', '这个', '量', '有点', '过分', '了', '吧', '！']",0,157
2022/6/29,192,"['不切实际的', '融资', '，', '盲目', '扩张', '，', '高达', '80.4', '％', '的', '资产负债率', '，']",-7,297
2022/6/29,193,"['别人', '有眼光', '扩大', '生产', '，', '为了', '疫情', '后', '的', '大生产', '，', '有', '远大前程']",10,245
2022/6/29,194,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '昨天', '19', '没', '走红', '1500', '现在', '倒', '亏', '五千', '东']",1,305
2022/6/29,195,"['这种', '情况', '下', '，', '尽量', '不要', '满仓']",0,270
2022/6/29,196,"['什么', '原因', '？', '这样', '暴跌']",-1,145
2022/6/29,197,"['东方', '盛虹', '6', '月', '29', '日', '盘中', '跌幅', '达', '5%']",-1,256
2022/6/29,198,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '大盘', '涨时', '你', '不', '跟', '，', '行业', '涨时', '你', '也', '不']",0,130
2022/6/29,199,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '我', '真牛', '比', '啊', '，', '买', '啥', '啥', '跌', '，', '还', '总能', '买']",6,235
2022/6/29,200,"['估计', '又', '要', '回到', '10', '块钱', '了']",0,302
2022/6/29,201,"['低位', '出', '利空']",-2,268
2022/6/29,202,"['目前', '看', '是', '主力', '融资', '把', '股价', '干', '下来', '的', '，', '上涨', '下跌', '主力', '都', '能', '赚']",14,162
2022/6/29,203,"['使劲', '啊', '，', '我', '好', '在', '下面', '抄']",0,134
2022/6/29,204,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '都', '是', '骗人', '的', '，', '16.5', '今天', '不到', '明天', '到']",-9,147
2022/6/29,205,"['[', '鼓掌', ']', '[', '鼓掌', ']', '[', '鼓掌', ']', '能', '不能', '再', '继续', '跌', '啊', '，', '弟弟']",1,125
2022/6/29,206,"['这', '是', '要', '跌停', '吗', '，', '还好', '跌', '三个', '点', '的', '时候', '卖', '了', '，', '那', '六亿多', '融券']",-2,147
2022/6/29,207,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '垃圾', '玩意']",-1,124
2022/6/29,208,"['最高点', '40', '跌下来', '的', '你们', '跑', '个', '毛', '啊']",0,139
2022/6/29,209,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '17.37', '，', '开始', '加仓', '，', '看', '你', '今天', '跌到']",0,316
2022/6/29,210,"['再', '一次', '大力', '洗盘', '，', '要', '把', '带', '血', '筹码', '全部', '抢走']",0,133
2022/6/29,211,"['老夫', '来', '解读', '一下', '今天', '为何', '会', '这样']",0,565
2022/6/29,212,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '奔', '跌停', '走', '了']",-1,127
2022/6/29,213,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', 'MB', '快', '跌停', '干碎']",-1,132
2022/6/29,214,"['今天', '过来', '建了', '个', '底', '仓', '买', '一千', '手', '，', '这', '公司', '后面', '发展前景', '无限']",0,156
2022/6/29,215,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '放量', '下跌']",-1,144
2022/6/29,216,"['融资', '钱要', '还', '的', '，', '资产负债率', '高达', '80', '％', '，', '己', '经达', '警戒线', '！']",0,188
2022/6/29,217,"['完', '了', '，', '怪不得', '一直跌']",-1,146
2022/6/29,218,"['5', '月', '一个', '涨停', '，', '今天', '一个', '跌停', '。', '这', '就', '叫', '阴阳', '平衡', '！']",0,220
2022/6/29,219,"['气死', '了']",-1,134
2022/6/29,220,"['跌停', '吧']",-1,123
2022/6/29,221,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '要死不活', '的', '，']",0,122
2022/6/29,222,"['现在', '能', '不能', '补仓', '了']",0,514
2022/6/29,223,"['事实证明', '所有', '鼓动', '买进', '的', '机构', '包括', '小散', '都', '是', '良心', '大大', '坏了']",-1,117
2022/6/29,224,"['己', '破', '17', '！', '加速', '下跌', '中', '！']",0,204
2022/6/29,225,"['昨天', '卖掉', '真是', '意外的', '收获', '、', '、', '、']",0,319
2022/6/29,226,"['什么', '情况', '，', '一觉', '睡醒', '懵', '了']",0,152
2022/6/29,227,"['一个月', '天天', '守', '被', '你', '一个', '小时', '跌', '没', '了', '，', '亏', '7', '个点', '！', '！', '！']",0,132
2022/6/29,228,"['交出', '你们', '的', '筹码', '，', '就', '问', '你', '怕不怕']",0,130
2022/6/29,229,"['断头', '侧刀']",-1,118
2022/6/29,230,"['今天', '趋势', '，', '收盘', '跌停', '！']",-1,322
2022/6/29,231,"['跌停', '，', '跌停']",-2,110
2022/6/29,232,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '只要', '敢', '跌停', '我', '就', '全仓']",-1,408
2022/6/29,233,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '没有', '买卖', '就', '没有', '伤害']",-3,110
2022/6/29,234,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '不是', '应该', '补涨', '？', '？', '？']",-1,116
2022/6/29,235,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '啊', '！']",0,118
2022/6/29,236,"['今天', '融券', '做空', '的', '得手', '了', '！']",-1,232
2022/6/29,237,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$']",0,118
2022/6/29,238,"['这', '是', '奔', '着', '跌停', '去', '的', '吧']",-1,117
2022/6/29,239,"['$', '东方', '盛虹', '(', 'SZ000301', ')', '$', '昨天', '尾盘', '入', '，', '今天', '含泪', '血', '赚', '四个', '点']",-1,338
