time,no,review,score,read_volume,label
2022/6/30,20,"['上市公司', '不', '应该', '让', '国家', '名字', '为', '其', '背书', '，', '事实证明', '这种', '背书']",0.0,142,1
2022/6/30,21,"['只怕', '中铁', '不肯', '跌', '每次', '跌', '都', '是', '抄底', '的', '机会', 'n', '多次', '抄底', '肯定', '最']",-2.0,131,1
2022/6/30,22,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '胡巴', '越来越', '热闹', '了', '，', '说明', '踏空', '小散']",4.0,361,1
2022/6/30,23,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '持有', '的', '小散', '情绪', '已经', '到', '了', '极点', '，', '再']",0.0,378,1
2022/6/30,24,"['贪腐', '第一股']",0.0,530,-1
2022/6/30,25,"['谁', '敢', '再', '砸盘', '，', '我', '今晚', '砸', '他们', '家车', '！']",-1.0,398,-1
2022/6/30,26,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '真是', '不要', '个', '脸', '啊']",0.0,309,-1
2022/6/30,28,"['如果', '我', '有', '10', '个', '亿', '，', '慢慢', '买', '，', '大不了', '放', '5', '年']",0.0,289,1
2022/6/30,29,"['大盘', '全线', '飘红', '，', '中铁', '尿', '尿', '捏', '捏', '怒涨', '几分', '，', '太坏', '了', '，', '坏到', '骨']",0.0,151,1
2022/6/30,30,"['中铁', '去年', '分红', '前', '一直跌', '，', '分红', '后', '直接', '除权', '成功', '，', '大家', '参考']",2.0,172,1
2022/6/30,31,"['就', '喜欢', '看小散', '骂', '中铁', '，', '不', '懂', '乱骂']",4.0,396,1
2022/6/30,32,"['中国', '中铁', '06', '月', '23', '日', '被', '沪', '股通', '减持', '1771.44', '万股']",-1.0,553,1
2022/6/30,33,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '又', '走', '到', '十字路口', '了', '，', '是', '上', '还是', '下', '？']",0.0,202,-1
2022/6/30,34,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '底部', '可以', '资金', '不', '入', '。', '但', '不能', '流出', '。']",0.0,304,1
2022/6/30,35,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '6.17', '也', '收', '不', '上去', '[', '哭', ']']",0.0,153,-1
2022/6/30,36,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '6.17', '也', '收', '不', '上去', '[', '哭', ']']",0.0,145,-1
2022/6/30,37,"['你', '应该', '比', '电建', '高点']",0.0,150,1
2022/6/30,38,"['铁了心', '了']",0.0,137,-1
2022/6/30,39,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '中国', '中铁', '还是', '工程', '建筑', '公司', '吗', '？', '我']",0.0,323,1
2022/6/30,40,"['没有', '资金', '愿意', '进来', '，', '上方', '压盘', '都', '没有', '能力', '吃掉', '，', '还', '指望', '它']",0.0,146,1
2022/6/30,41,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '一分钱', '玩得', '不亦乐乎']",0.0,140,1
2022/6/30,43,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '看到', '如此', '多', '压单', '我', '就', '放心', '了']",4.0,150,1
2022/6/30,45,"['不能', '再', '尿裤子', '了', '，', '月线', '两连阴', '了']",0.0,144,-1
2022/6/30,47,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '你们', '胆子', '真', '大', '，', '老美', '7', '月', '又', '要', '加息']",0.0,283,1
2022/6/30,48,"['牛来', '了', '，', '四千', '点', '不是', '梦']",0.0,328,1
2022/6/30,49,"['剩余', '的', '仓位', '也', '卖', '了', '去', '复星', '医药', '了']",0.0,163,-1
2022/6/30,50,"['$', '中国', '中铁', '(', 'SH601390', ')', '$']",0.0,131,-1
2022/6/30,51,"['买', '到', '垃圾股', '了']",-1.0,143,-1
2022/6/30,52,"['下午', '涨停', '，', '大胆', '加仓']",-2.0,456,1
2022/6/30,53,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '昨天', '没亏', '钱', '，', '还', '在', '得意', '自己', '的', '神', '走']",2.5,295,1
2022/6/30,54,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '躲过', '大盘', '600', '点', '涨幅']",1.0,149,1
2022/6/30,56,"['，', '为什么', '会', '买', '到', '这种', '垃圾', '票', '，', '这种', '大好', '行情', '在', '外面', '随便', '买']",1.0,143,-1
2022/6/30,57,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '老铁', '，', '快点', '回购', '啊']",0.0,153,1
2022/6/30,58,"['太', 'TM', '的', '影响', '心情', '了']",0.0,159,-1
2022/6/30,59,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '真', '垃圾']",-1.0,135,-1
2022/6/30,60,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '今天', '赖', '不了', '外资', '吧', '？', '还是', '汗', '煎', '太', '多']",0.0,310,1
2022/6/30,62,"['正好', '加仓', '老铁']",0.0,126,1
2022/6/30,63,"['不会', '在', '买', '了', '，', '给', '庄家', '自己', '玩']",1.0,134,1
2022/6/30,65,"['这', 'GOU', '杂', '-', '种', '，', '昨天', '基建', '版块', '大涨', '，', '它', '就', '搞', '几分', '钱', '表示', '。', '今']",1.0,297,1
2022/6/30,66,"['你', '是', '中国', '烂', '铁', '吗', '，', '你', '配用', '中国', '这', '两个', '字', '吗']",0.0,123,1
2022/6/30,67,"['外面', '小票', '又', '大涨', '了', '，', '唉', '，', '铁粉', '们', '落个', '天天', '寂寞', '，', '下午', '能起']",1.0,275,1
2022/6/30,68,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '幸好', '走', '了', '一半', '去闻泰', '你', '个', '大', '垃圾']",-1.0,149,-1
2022/6/30,69,"['鬼', '孙子', '，', '砸', '你', '个头', '呀', '！']",0.0,141,-1
2022/6/30,70,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '在', '这种', '巨大', '的', '利空', '面前', '，', '所有', '的', '技']",-1.0,473,1
2022/6/30,72,"['白白浪费', '了', '一波', '牛市', '，', '还', '亏了', '近', '二十个', '点', '，', '这', '是', '人', '干的事']",1.0,150,-1
2022/6/30,73,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '天天', '开盘', '最高价', '，', '割', '了', '你', '我', '就', '赚钱']",0.0,139,1
2022/6/30,76,"['五月', '至今', '大盘', '涨', '了', '十个', '点', '，', '为什么', '你', '这货', '还', '跌', '了', '二十个', '点']",0.5,316,-1
2022/6/30,77,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '但斌', '空翻多', '，', '我空仓', '，', '绝对', '准', '，', '大']",0.0,152,-1
2022/6/30,78,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '中国', '中铁', '反', '行情']",0.0,175,-1
2022/6/30,79,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '很多', '傻多', '已经', '转空', '，', '还要', '坚持', '啊', '，']",0.0,138,1
2022/6/30,81,"['买', '谁', '都', '比', '这个', '垃圾', '强', '，', '谁', '都', '能', '涨', '就', '这个', '垃圾', '不会', '涨']",0.0,125,-1
2022/6/30,82,"['为什么', '白酒', '一涨', '你', '就', '跌']",-1.0,306,1
2022/6/30,84,"['老铁', '你', '今天', '胆子', '不小', '啊', '！', '敢', '高', '开别', '装', '了', '，', '有', '本事', '也', '来', '10', '个']",1.0,296,1
2022/6/30,85,"['假', '外资', '仓皇出逃', '！', '哪里', '来', '哪里', '去', '，', '中铁', '与', '外资', '关联度', '及', '高']",0.0,410,1
2022/6/30,86,"['今天', '北向', '资金', '休假']",0.0,155,1
2022/6/30,87,"['大盘', '涨烂', '铁', '还是', '跌', '，', '就是', '个', '垃圾股', '，', '以后', '谁', '也', '别碰', '这', '烂股']",-3.0,134,-1
2022/6/30,88,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '疲软', '了']",-3.0,145,-1
2022/6/30,89,['66'],0.0,145,-1
2022/6/30,90,"['中国', '中铁', '06', '月', '29', '日', '被', '沪', '股通', '减持', '363.83', '万股']",-1.0,525,1
2022/6/30,91,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '下跌', '中继', '，', '大家', '不要', '想着', '会', '一飞冲']",-1.0,336,1
2022/6/30,92,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '致', '七月', '善待', '每', '一位', '铁友', '！', '我们', '持有']",0.0,221,1
2022/6/30,93,"['资金', '市场', '恐慌', '避险', '资金', '抢筹', '明日', '大涨']",2.0,275,1
2022/6/29,94,"['今年', '国家', '对', '中国', '中铁', '所在', '的', '行业', '出台', '了', '一大堆', '利好', '刺激', '政']",-4.0,925,1
2022/6/29,95,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '再', '看', '几天', '，']",0.0,160,1
2022/6/29,96,['转发'],0.0,141,1
2022/6/29,97,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '昨天', '6', '块', '割肉', '，', '今天', '就', '这样', '？', '盯', '着']",-1.0,468,1
2022/6/29,98,"['自', '27', '号', '以来', '大盘', '上涨', '20', '个', '百分点', '，', '中铁', '脚跌', '了', '20', '个点', '，', '人']",1.0,341,1
2022/6/29,99,"['董事长', '还好', '吗']",0.0,152,-1
2022/6/29,100,"['不看好', '的', '赶紧', '清仓', '，', '别', '在', '这', '浪费时间', '。']",-1.0,202,-1
2022/6/29,101,"['第一', '梯度', '少数', '资金', '已', '进场', '，', '再', '跌', '再', '买', '！']",0.0,633,1
2022/6/29,102,"['中国', '中铁', '在', '港交所', '公告', ' ', '于', '2022', '年', '6', '月', '28', '日', ' ', '发行人', '、', '本公']",0.0,1289,1
2022/6/29,103,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '收割', '散户', '的', '烂', '铁', '！', '你', '底气十足', '！', '带']",0.0,153,-1
2022/6/29,104,"['中铁', '昨天', '598', '这个', '价', '，', '是', '大盘', '连续', '大涨', '，', '散户', '割肉', '去', '买别']",0.0,438,1
2022/6/29,105,"['新疆', '有', '大量', '的', '石油', '和', '天然气', '，', '拥有', '丰富的', '矿产', '，', '拥有', '大量']",3.0,430,-1
2022/6/29,106,"['懂秘', '你好', '：', '请问', '贵', '公司', '资金', '是否', '十分', '紧张', '？', '旗下', '分公司', '：']",0.0,361,1
2022/6/29,107,"['对于', '公司', '未来', '对', '地产', '行业', '可能', '存在', '的', '并购', '谈', '一下', '个人', '看法']",0.0,308,1
2022/6/29,108,"['公司', '股价', '自', '五月', '初', '开始', '连续', '暴跌', '，', '而', '大盘', '缺', '大幅', '上涨', '，', '公']",0.0,636,1
2022/6/29,110,"['请问', '，', '公司', '负债', '比较', '高', '，', '今年', '利率', '降低', '，', '请问', '有没有', '正面']",1.0,280,1
2022/6/29,112,"['请问', '贵', '公司', '有没有', '自己', '集中', '采购', '、', '招标', '平台', '，', '网址', '是', '什么']",0.0,345,1
2022/6/29,113,"['您好', '，', '三年', '来', '，', '公司', '持续', '稳建', '的', '的', '发展', 'PPP', '(', '包括', '金融资产']",0.0,234,1
2022/6/29,114,"['今天', '主要', '靠', '你', '，', '没有', '你', '亏得', '更', '多']",0.0,234,1
2022/6/29,115,"['在', '成都', '核心', '地段', '看到', '中铁', '北京', '公司', '施工', '标志', '，', '请问', '是', '什么']",0.0,181,1
2022/6/29,116,"['贵', '公司', '的', '集中', '采购', '、', '招标', '信息', '主要', '在', '哪些', '平台', '发布', '？', '请', '附']",0.0,138,1
2022/6/29,117,"['请问', '中国', '中铁', '回购', '计划', '实施', '进展', '如何', '？', '是', '好']",3.0,448,1
2022/6/29,118,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '请', '你', '跌', '两根', '大', '阴线', '吧']",-1.0,136,1
2022/6/29,119,"['钢铁', '是', '怎样', '炼成', '的']",0.0,374,-1
2022/6/29,120,"['本周', '必', '是', '大阳线', '，', '月', '线长', '下', '引线', '，', '不服', '周末', '来', '找', '我']",-1.0,928,-1
2022/6/29,121,"['绩优股', '好股', '在', '泛滥', '。', '[', '捂脸', ']']",-4.0,145,-1
2022/6/29,122,"['中国', '中铁', '06', '月', '22', '日', '被', '沪', '股通', '减持', '441.44', '万股']",-1.0,523,1
2022/6/29,123,"['明天', '不能', '放量', '大阳线', '就', '跑', '吧']",0.0,219,-1
2022/6/29,124,"['参考', '616', '走势', '，', '明天', '站', '不', '上', '20', '日线', '就要', '跑', '了']",0.0,181,-1
2022/6/29,125,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '玩', '一把']",0.0,173,1
2022/6/29,127,"['逆势上涨', '，', '实力', '刚刚', '的']",1.0,445,-1
2022/6/29,128,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '上影线', '挺长', '啊', '，', '不过', '价格', '是', '底部', '！']",0.0,173,1
2022/6/29,129,"['升才', '1', '个点', '就', '被抛弃了', '，', '真', '垃圾']",-1.0,148,-1
2022/6/29,130,"['空头', '快', '跑']",-3.0,159,-1
2022/6/29,131,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '交建', '已经', '站上', '30', '天线', '了', '，', '最强', '一哥']",0.0,177,1
2022/6/29,132,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '交建', '一哥']",0.0,146,1
2022/6/29,134,"['空狗', '打', '呀']",0.0,133,1
2022/6/29,135,"['空狗', '快卖', '呀']",-1.0,133,1
2022/6/29,136,"['大盘', '稳定器', '赶快', '拉', '吧']",0.0,131,-1
2022/6/29,137,"['交建', '是', '龙头', '？']",1.0,137,-1
2022/6/29,139,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '韭菜', '能', '看', '明白', '的话', '，', '这', '股市', '就', '不会']",0.0,165,1
2022/6/29,140,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '韭菜', '能', '看', '明白', '的话', '，', '这', '股市', '就', '不会']",0.0,149,1
2022/6/29,141,"['明天', '大阳', '！']",0.0,311,1
2022/6/29,142,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '国美', '要', '搞', '一带', '一路', '，', '中铁', '要丝', '悄悄']",0.0,187,1
2022/6/29,143,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '6.18', '解套', '就', '好']",1.0,141,1
2022/6/29,144,"['二年', '之内', '的', '主线']",0.0,123,-1
2022/6/29,145,['仙人指路'],0.0,138,-1
2022/6/29,146,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '无聊', '，', '又', '来', '猜', '收盘价', '了', '，', '今天', '我', '猜']",0.0,463,1
2022/6/29,147,"['半股', '也', '不', '卖']",0.0,103,-1
2022/6/29,148,"['中铁', '股价', '位于', '厢体', '下轨', '，', '大胆', '买入', '！']",-3.0,258,1
2022/6/29,149,"['一股', '不卖']",0.0,108,-1
2022/6/29,150,"['今天', '追高', '的', '套', '上', '了']",0.0,174,1
2022/6/29,151,"['北新', '路桥', '异动', '拉升', '@', '中国', '中铁', '(', '601390', ')', ' ']",0.0,155,1
2022/6/29,152,"['建筑', '板块', '兄弟', '股', '安徽', '建工', '跟', '你', '一起', '跌', '的', '今天', '要', '涨停板', '了']",0.0,153,1
2022/6/29,153,"['地产', '和', '其它', '建筑', '板块', '走势', '一样', '的', '万科', '今天', '都', '大涨', '近', '6', '个点']",1.0,157,1
2022/6/29,154,"['感觉', '短期', '调整', '到位', '，', '要拉一波', '了', '吧']",1.0,154,-1
2022/6/29,155,"['弱册', '那']",0.0,115,-1
2022/6/29,156,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '要', '绿', '了', '么', '…']",0.0,131,-1
2022/6/29,159,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '指数', '开始', '跌', '基建', '开始', '涨', '了', '。', '准备', '抄']",0.0,458,-1
2022/6/29,160,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '今天', '追进去', '了', '，', '这么', '便宜', '咋', '又', '给', '套']",1.0,157,1
2022/6/29,161,"['垃圾', '就是', '垃圾', '，', '大', '基建', '很多', '股票', '都', '涨停', '了', '，', '你', '还', '冲高回落']",-1.5,141,-1
2022/6/29,162,"['一个', '小时', '不到', '，', '逗比', '啊', '。']",0.0,224,1
2022/6/29,163,"['千金难买', '牛', '低头', '！', '克服', '恐惧', '，', '大胆', '买入', '，', '坚定信心', '，', '长期']",-2.0,164,-1
2022/6/29,165,"['一日', '情都', '没有', '，', '就', '一', '小时', '情', '[', '捂脸', ']', '[', '捂脸', ']', '[', '捂脸', ']', '[', '捂脸', ']', '[']",0.0,275,-1
2022/6/29,166,"['大', '垃圾']",-1.0,123,-1
2022/6/29,167,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '逆势上涨']",0.0,282,-1
2022/6/29,168,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '以为', '基建', '要', '反弹', '呢', '，', '我错', '了', '，', '明天']",1.0,141,1
2022/6/29,169,"['至少', '会考', '年线', '，', '5.9']",0.0,198,1
2022/6/29,170,"['韭菜', '一看', '变红', '，', '马上', '脑补', '十个', '涨停板', '，', '马上', '加仓', '，', '明天', '就']",1.0,412,1
2022/6/29,171,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '臭', '了', '！', '看', '这样', '还要', '戴绿帽子', '。']",-1.0,141,1
2022/6/29,172,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '臭', '了', '！', '看', '这样', '还要', '戴绿帽子', '。']",-1.0,136,1
2022/6/29,174,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '今天', '收阴', '的', '概率', '很大', '。']",0.0,145,1
2022/6/29,175,"['去年', '分红', '前', '猛跌', '，', '分红', '后', '第二天', '直接', '回升', '填权', '成功', '，', '今年']",3.0,207,1
2022/6/29,176,"['交建', '分红', '了', '，', '中铁', '也', '不远', '了']",0.0,332,1
2022/6/29,178,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '高', '抛', '了', '，', '下来', '再', '买回来']",0.0,156,1
2022/6/29,179,"['假', '北向', '在', '跑', '啊']",0.0,122,-1
2022/6/29,180,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '狗', '改不了']",0.0,131,-1
2022/6/29,181,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '进来', '的', '都', '要', '吃', '套']",0.0,291,1
2022/6/29,182,"['大盘', '走', '坏了', '准备', '逃顶', '，', '跑', '！', '！', '！', '！', '！', '！', '！', '！', '！']",-1.0,138,-1
2022/6/29,183,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '下来', '我', '好', '加仓', '。', '现在', '仓位', '太轻', '，', '才']",0.0,298,1
2022/6/29,184,"['下午', '大跌', '。']",-1.0,124,-1
2022/6/29,185,"['分红', '时间', '还', '没', '公布']",0.0,134,1
2022/6/29,186,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '今天', '是', '逢', '高', '清仓', '的', '机会', '。', '今天', '是', '房']",0.0,153,1
2022/6/29,187,"['精准', '预测', '近', '一个月', '走势']",3.0,752,1
2022/6/29,188,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '庄家', '在', '诱多']",-1.0,120,-1
2022/6/29,189,"['目标价', '26', '元']",0.0,145,-1
2022/6/29,190,"['是', '该', '高低', '切换', '了']",0.0,114,-1
2022/6/29,191,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '二次', '飞跃', '[', '看多', ']']",4.0,126,1
2022/6/29,192,"['铁子', '，', '价值', '洼地', '，', '看看', '能', '不能']",0.0,138,-1
2022/6/29,193,"['风里', '雨里', ' ', '，', '我', '在', '13', '等', '你', '！']",0.0,365,-1
2022/6/29,195,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '6', '*', '18', '走', '了', '，', '留下', '的', '发财']",0.0,307,1
2022/6/29,196,"['冲', '呀', '，', '在', '涨点', '解套', '啦', '！']",1.0,124,1
2022/6/29,197,"['在', '涨点', '解套', '啦', '！']",1.0,115,1
2022/6/29,198,"['冲', '呀']",0.0,103,-1
2022/6/29,200,"['废物', '啊', '，', '这中', '字头']",-1.0,120,1
2022/6/29,201,"['请问', '这个', '票', '涨停', '是', '5', '个点', '还是', '10', '个']",1.0,108,1
2022/6/29,202,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '什么', '真假', '外资', '，', '别蒙', '了', '，', '被套', '就', '老']",-1.0,358,-1
2022/6/29,203,"['起', '袖子', '就是', '一个', '“', '干', '”', '字', '，', '看空', '的', '请', '使劲', '砸盘', '，', '我', '今天', '开']",-1.0,134,1
2022/6/29,204,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '送', '我', '就', '马上', '卖', '，', '不要', '为', '我', '为什么']",0.0,133,1
2022/6/29,206,"['低开', '高走']",-1.0,118,-1
2022/6/29,207,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '5.93', '坐等', '下来', '，', '子弹', '已备', '好']",0.0,134,1
2022/6/29,208,"['中国', '中铁', '06', '月', '28', '日', '被', '沪', '股通', '减持', '3133.64', '万股']",-1.0,350,1
2022/6/29,209,"['请', '不要', '拿', '假', '外资', '做空', '啦', '？', '外资', '也', '是', '姿', '，', '投资', '就', '会', '有', '回报', '！']",1.0,127,-1
2022/6/29,210,"['601390', ':', '中国', '中铁', 'H股', '公告', '(', '建议', '发行', '由本', '公司', '担保', '的', '美元']",1.0,1721,1
2022/6/29,211,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '这么', '便宜', '，', '成立', '以来', '从未', '亏损', '过', '的']",3.0,342,1
2022/6/29,212,"['中国', '中铁', '：', '连续', '8', '日', '融资', '净', '买入', '累计', '1.95', '亿元', '（', '06', '-', '28', '）']",0.0,509,1
2022/6/29,213,"['中铁', '看', '沪', '股通', '数据', '，', '上周四', '上周五', '和', '本周一', '三天', '加速', '流出']",1.0,922,1
2022/6/29,214,"['这货', '脑袋', '让', '啤酒瓶', '砸', '的', '不轻']",0.0,300,-1
2022/6/29,215,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '北向', '暴雷', '。']",0.0,985,1
2022/6/29,217,"['割肉', '是', '没有', '道理', '的', '，', '风水', '轮流转', '，', '下', '一轮', '就是', '基建', '了', '，', '今']",-1.0,489,1
2022/6/28,218,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '今天', '一天', '资金', '流出', '将近', '一个亿', '，', '涨']",1.0,402,1
2022/6/28,219,"['这个', '价位', '不算', '低', '，', '只能', '算', '中间', '偏上', '，', '上面', '是', '7', '块', '多', '，', '下面']",0.0,452,1
2022/6/28,220,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '大家', '错', '了', '，', '中铁', '其实', '和', '大盘走势', '是']",0.0,548,1
2022/6/28,221,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '估计', '要', '去', '摸', '半年线']",0.0,137,1
2022/6/28,222,"['散户', '赚', '不到', '钱', '是', '有', '原因', '的', '！', '在', '最近', '半个', '月', '里', '、', '让', '你', '去', '建仓']",0.0,693,1
2022/6/28,223,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '大盘', '涨', '了', '18%', '，', '你', '跌', '了', '18%']",0.0,128,1
2022/6/28,225,"['到底', '发生', '了', '什么', '？']",0.0,603,1
2022/6/28,226,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '竟然', '涨', '1', '分']",0.0,135,-1
2022/6/28,227,"['地产', '基建', '板块', '已经', '结束', '了', '反弹', '过', '了']",1.0,143,1
2022/6/28,228,"['你', '如果', '能', '跌到', '5', '元', '我', '再', '买', '2', '万股', '，', '不', '赚', '十万', '不', '走', '了', '[', '捂脸', ']']",0.0,383,-1
2022/6/28,229,"['今天', '吃', '肉', '。', '开盘', '就是', '5', '个点', '。', '我', '冷眼', '硬邦邦', '。', '2022', '挣', '套房']",-3.0,398,1
2022/6/28,230,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '今天', '终于', '见', '红', '了', '，', '说明', '开始', '回暖', '，']",1.0,451,1
2022/6/28,232,"['这些', '数据', '为何', '我们', '看不到', '。']",0.0,462,-1
2022/6/28,234,"['到底', '有', '什么', '大', '利空']",-1.0,461,1
2022/6/28,235,"['18', '万股', '，', '不到', '12', '不', '走']",0.0,147,-1
2022/6/28,236,"['下降', '通道', '中', '，', '继续', '寻底', '，', '不大', '阳', '不', '反转', '，', '不', '大跌', '不入', '，']",-0.5,439,1
2022/6/28,237,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '本来', '想', '等', '5.93', '又', '看到', '港股', '拉升', '，', '基']",1.0,420,1
2022/6/28,238,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '有没有', '成本', '比', '我', '高', '的', '，', '我', '是', '6.1', '，']",0.0,991,1
2022/6/28,239,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '积少成多', '，', '三年', '来', '成果', '。']",3.0,475,-1
2022/6/28,240,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '个人', '经验', '，', '虽然', '没', '多少钱', '，', '但是', '就']",0.0,950,1
2022/6/28,241,"['央企', '控股', '上市公司', '，', '请', '退市', '！']",-1.0,287,1
2022/6/28,242,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '最后', '的', '上车', '机会']",1.0,283,1
2022/6/28,243,"['心累', '了']",0.0,590,-1
2022/6/28,244,"['不破', '5.80', '我', '就是', '不', '买入']",0.0,343,-1
2022/6/28,245,"['$', '中国', '中铁', '(', 'SH601390', ')', '$', '6.1', '的', '啥时候', '能', '回本', '，', '中国', '废铁', '[', '哭']",0.0,296,1
2022/6/28,246,"['气', '的', '肝', '疼', '，', '我', '的', '血汗钱', '啊']",0.0,412,-1
